date,open,high,low,close,volume,future_return,label
2026-01-21 15:00:00,89805.43,90574.0,89759.59,90288.04,1074.26054,-0.029313184780619783,Vendre
2026-01-21 16:00:00,90288.04,90360.0,87590.0,87602.4,2075.92566,5.239582477205031e-05,Attendre
2026-01-21 17:00:00,87602.39,88156.47,87263.53,87932.38,1818.07575,-0.0026356616299935166,Attendre
2026-01-21 18:00:00,87932.37,88657.23,87585.05,88485.43,743.38561,-0.0009234288628081692,Attendre
2026-01-21 19:00:00,88485.43,90450.0,88280.55,90355.56,1787.81485,-0.02592391658023032,Vendre
2026-01-21 20:00:00,90355.56,90377.0,89392.0,90214.01,1099.33527,-0.028651758191438267,Vendre
2026-01-21 21:00:00,90214.02,90339.58,89950.36,90249.18,428.70398,-0.02420509527067161,Vendre
2026-01-21 22:00:00,90249.18,90377.0,89752.38,89763.51,414.26891,-0.0180864139559605,Attendre
2026-01-21 23:00:00,89763.51,90212.89,89344.98,89454.73,524.6842,-0.012382240715499272,Attendre
2026-01-22 00:00:00,89454.73,90032.5,89454.72,89908.49,394.22125,-0.017290024557191475,Attendre
2026-01-22 01:00:00,89908.5,90198.51,89826.38,90113.19,341.32729,-0.017340191818755964,Attendre
2026-01-22 02:00:00,90113.2,90359.99,89851.03,89938.3,436.55946,-0.01230510249804585,Attendre
2026-01-22 03:00:00,89938.3,90166.67,89702.84,89899.51,389.70123,-0.012363916110332468,Attendre
2026-01-22 04:00:00,89899.51,90076.77,89826.67,89998.91,327.01022,-0.015770524331905816,Attendre
2026-01-22 05:00:00,89998.91,90075.8,89928.09,90026.3,201.60447,-0.01743934827933615,Attendre
2026-01-22 06:00:00,90026.3,90215.79,89900.0,90172.11,274.11012,-0.020399212128894426,Vendre
2026-01-22 07:00:00,90172.12,90196.99,89802.0,89818.79,410.94787,-0.016682255461245805,Attendre
2026-01-22 08:00:00,89818.79,89968.28,89760.0,89920.16,241.50947,-0.01945436929827523,Attendre
2026-01-22 09:00:00,89920.16,90113.43,89883.8,90033.02,235.39671,-0.02383792079839149,Vendre
2026-01-22 10:00:00,90033.02,90101.83,89960.0,90078.77,307.75831,-0.02544706149961867,Vendre
2026-01-22 11:00:00,90078.76,90150.0,89897.87,89941.26,341.2419,-0.02166436182904253,Vendre
2026-01-22 12:00:00,89941.26,90099.99,89873.09,90021.09,250.41912,-0.022596149413431788,Vendre
2026-01-22 13:00:00,90021.09,90340.0,89478.92,89619.81,800.98427,-0.018273415219246768,Attendre
2026-01-22 14:00:00,89619.81,89742.67,89039.78,89088.59,1132.03645,-0.015081280330062384,Attendre
2026-01-22 15:00:00,89088.6,89445.24,88515.37,89000.01,1328.81681,-0.010702807786201243,Attendre
2026-01-22 16:00:00,89000.0,89270.0,88676.95,89054.06,820.87315,-0.004633365396254762,Attendre
2026-01-22 17:00:00,89054.07,89616.04,89024.55,89550.01,536.51415,-0.022372191806567004,Vendre
2026-01-22 18:00:00,89550.0,89797.5,89301.9,89333.94,457.15553,-0.01174122623495616,Attendre
2026-01-22 19:00:00,89333.93,89924.46,89114.48,89777.9,489.86443,-0.015250189634642714,Attendre
2026-01-22 20:00:00,89777.89,89946.13,89398.87,89409.72,338.82702,-0.0001516613629927224,Attendre
2026-01-22 21:00:00,89409.73,89669.21,89238.32,89268.66,272.77807,-0.0020970405515216323,Attendre
2026-01-22 22:00:00,89268.66,89566.0,89140.13,89346.99,294.98276,-0.001156838075910566,Attendre
2026-01-22 23:00:00,89346.99,89583.62,89170.74,89559.67,200.86486,-0.0034576947413941816,Attendre
2026-01-23 00:00:00,89559.68,89638.84,89450.48,89520.01,225.79843,-0.00058411521625158,Attendre
2026-01-23 01:00:00,89520.01,89939.39,89520.01,89939.38,281.57226,-0.0059463385226804725,Attendre
2026-01-23 02:00:00,89939.39,89979.97,89655.41,89663.48,375.68609,-0.004212528891361253,Attendre
2026-01-23 03:00:00,89663.47,89924.78,89646.18,89924.78,261.08428,-0.008875306672977132,Attendre
2026-01-23 04:00:00,89924.78,90088.94,89871.73,89965.42,430.92263,-0.011008451914079929,Attendre
2026-01-23 05:00:00,89965.43,89969.02,89473.99,89616.03,360.8873,-0.005935656823896272,Attendre
2026-01-23 06:00:00,89616.04,89799.36,89400.0,89509.59,450.16637,-0.002146362194263155,Attendre
2026-01-23 07:00:00,89509.59,89686.4,89447.52,89549.45,487.74127,-0.004635427688277162,Attendre
2026-01-23 08:00:00,89549.45,89632.18,89133.35,89221.46,544.19233,-0.0033174754145471864,Attendre
2026-01-23 09:00:00,89221.46,89388.71,88897.81,88977.72,632.36708,0.006625591215418858,Attendre
2026-01-23 10:00:00,88977.72,89160.74,88860.44,89046.49,334.46792,0.004012286166473252,Attendre
2026-01-23 11:00:00,89046.49,89355.51,89000.0,89202.48,481.66038,0.009837394655395277,Attendre
2026-01-23 12:00:00,89202.47,89383.09,89099.2,89267.83,219.71914,0.00818727194331934,Attendre
2026-01-23 13:00:00,89267.83,89450.18,89237.65,89350.81,297.7631,0.010152118374752349,Attendre
2026-01-23 14:00:00,89350.8,89733.71,88663.65,89017.85,1240.76676,0.006733705655663422,Attendre
2026-01-23 15:00:00,89017.85,89865.53,88578.36,89761.61,1078.68425,-0.003141097847955235,Attendre
2026-01-23 16:00:00,89761.61,90490.06,89489.0,90124.85,1266.72506,-0.00549448903382366,Attendre
2026-01-23 17:00:00,90124.86,91224.99,89978.4,90600.0,1346.59832,-0.0047474613686533705,Attendre
2026-01-23 18:00:00,90600.0,91039.75,90449.42,90530.45,698.45416,-0.010871590718923765,Attendre
2026-01-23 19:00:00,90530.44,90534.59,89612.01,89982.79,1118.99851,-0.006448010780728091,Attendre
2026-01-23 20:00:00,89982.79,90156.06,89200.68,89503.68,917.72716,-0.004167985048212413,Attendre
2026-01-23 21:00:00,89503.67,89691.18,89317.0,89349.99,308.4371,0.0006959150191286313,Attendre
2026-01-23 22:00:00,89349.99,89752.45,89335.35,89624.61,406.19522,-0.0025490766431229815,Attendre
2026-01-23 23:00:00,89624.6,89631.0,89472.13,89600.26,151.87407,-0.003351217954054927,Attendre
2026-01-24 00:00:00,89600.26,89625.41,89424.39,89452.83,130.78736,-0.003453440209773109,Attendre
2026-01-24 01:00:00,89452.83,89588.72,89450.58,89550.24,118.84415,-0.010571495955789817,Attendre
2026-01-24 02:00:00,89550.24,89722.57,89550.24,89702.85,142.98732,-0.020019319341581767,Vendre
2026-01-24 03:00:00,89702.85,89957.39,89670.88,89770.02,368.35777,-0.01911896644336269,Attendre
2026-01-24 04:00:00,89770.03,89853.38,89709.08,89829.35,167.98668,-0.01685584945232275,Attendre
2026-01-24 05:00:00,89829.36,89849.78,89751.21,89775.2,112.02746,-0.017695978399379822,Attendre
2026-01-24 06:00:00,89775.2,89784.88,89602.22,89649.32,420.23986,-0.01483524916864959,Attendre
2026-01-24 07:00:00,89649.33,89692.31,89572.81,89620.1,254.69309,-0.014138904107449161,Attendre
2026-01-24 08:00:00,89620.11,89686.43,89583.02,89660.88,190.29089,-0.017808435518366552,Attendre
2026-01-24 09:00:00,89660.88,89660.88,89600.0,89600.0,126.61337,-0.0190623883928572,Attendre
2026-01-24 10:00:00,89600.01,89654.79,89577.97,89626.8,82.58886,-0.018748186926231845,Attendre
2026-01-24 11:00:00,89626.79,89676.26,89595.4,89595.4,114.10267,-0.019519975355877583,Attendre
2026-01-24 12:00:00,89595.41,89595.41,89486.87,89537.82,179.07545,-0.015821359063689516,Attendre
2026-01-24 13:00:00,89537.82,89540.44,89368.21,89368.22,156.7089,-0.01471820743436533,Attendre
2026-01-24 14:00:00,89368.22,89512.05,89171.75,89450.03,346.65964,-0.027228945591186552,Vendre
2026-01-24 15:00:00,89450.03,89492.14,89263.64,89275.77,334.47117,-0.048633016550851366,Vendre
2026-01-24 16:00:00,89275.77,89369.79,89162.08,89290.01,235.06029,-0.045021945904138605,Vendre
2026-01-24 17:00:00,89290.01,89414.38,89252.93,89406.5,135.14408,-0.057544361987103804,Vendre
2026-01-24 18:00:00,89406.5,89461.4,89382.05,89395.23,84.40453,-0.06620274929657871,Vendre
2026-01-24 19:00:00,89395.22,89395.23,89276.58,89331.36,105.47816,-0.059545158609473764,Vendre
2026-01-24 20:00:00,89331.36,89399.99,89331.35,89380.01,46.43346,-0.057765712937378186,Vendre
2026-01-24 21:00:00,89380.0,89386.61,89270.0,89386.61,99.49846,-0.05437100702219263,Vendre
2026-01-24 22:00:00,89386.61,89489.84,89304.85,89430.0,137.03504,-0.05434362070893433,Vendre
2026-01-24 23:00:00,89429.99,89474.65,89215.59,89225.34,137.07871,-0.051276688886811674,Vendre
2026-01-25 00:00:00,89225.34,89315.18,89183.49,89315.18,121.64277,-0.05736068605583053,Vendre
2026-01-25 01:00:00,89315.18,89319.13,89102.58,89176.31,180.68432,-0.07522502332738362,Vendre
2026-01-25 02:00:00,89176.31,89268.36,89129.62,89139.04,174.6544,-0.07823911946998745,Vendre
2026-01-25 03:00:00,89139.04,89176.72,88838.72,88960.35,472.84604,-0.0706373120159713,Vendre
2026-01-25 04:00:00,88960.36,89090.13,88941.03,89006.96,349.85772,-0.06817489328924399,Vendre
2026-01-25 05:00:00,89006.97,89045.44,88870.45,88990.9,204.95163,-0.06828462236026371,Vendre
2026-01-25 06:00:00,88990.89,88990.9,88649.98,88831.36,567.42395,-0.07011656694212498,Vendre
2026-01-25 07:00:00,88831.36,88831.36,88635.84,88659.99,242.80483,-0.06590357161105036,Vendre
2026-01-25 08:00:00,88659.99,88760.0,88136.0,88300.01,461.92857,-0.06374076288326579,Vendre
2026-01-25 09:00:00,88300.0,88488.0,88238.5,88398.38,288.59867,-0.06826663565554034,Vendre
2026-01-25 10:00:00,88398.38,88671.27,88398.37,88659.51,354.58647,-0.06570744638674404,Vendre
2026-01-25 11:00:00,88659.52,88710.0,88536.11,88570.17,171.64836,-0.06118098226524797,Vendre
2026-01-25 12:00:00,88570.17,88800.0,88450.0,88791.99,329.09813,-0.06747782091605341,Vendre
2026-01-25 13:00:00,88791.98,88971.89,88650.98,88921.0,278.06,-0.06950079283858708,Vendre
2026-01-25 14:00:00,88920.99,88938.94,88624.55,88710.1,293.57615,-0.06326337136357647,Vendre
2026-01-25 15:00:00,88710.1,88760.35,88340.75,88446.5,370.5229,-0.06289180465026878,Vendre
2026-01-25 16:00:00,88446.51,88448.85,87560.0,88077.26,1878.84709,-0.0559538296263984,Vendre
2026-01-25 17:00:00,88077.25,88108.24,87767.18,87892.17,467.38462,-0.056306949754454834,Vendre
2026-01-25 18:00:00,87892.16,87983.29,86827.1,87420.01,1893.52035,-0.03990939831738741,Vendre
2026-01-25 19:00:00,87420.01,87508.15,86194.85,86495.16,1925.07483,-0.026038104328612123,Vendre
2026-01-25 20:00:00,86495.17,86718.75,86222.02,86654.61,753.5591,-0.03171521976730383,Vendre
2026-01-25 21:00:00,86654.6,87013.79,86400.0,86568.5,666.32154,-0.0265084874983395,Vendre
2026-01-25 22:00:00,86568.51,86694.78,86217.32,86521.39,849.36578,-0.026599202809848458,Vendre
2026-01-25 23:00:00,86521.39,86791.91,86074.72,86670.36,1129.26197,-0.02780500738660824,Vendre
2026-01-26 00:00:00,86670.36,87167.84,86509.63,86854.86,788.16762,-0.0320883598223519,Vendre
2026-01-26 01:00:00,86854.86,87809.99,86815.37,87698.73,1118.1087,-0.04217552523280543,Vendre
2026-01-26 02:00:00,87698.74,87973.11,87435.18,87563.38,1015.63506,-0.03921011272063744,Vendre
2026-01-26 03:00:00,87563.39,87691.41,87062.76,87282.05,1083.65608,-0.037342844261792664,Vendre
2026-01-26 04:00:00,87282.04,87953.0,87244.27,87737.06,1109.49828,-0.042679912000698456,Vendre
2026-01-26 05:00:00,87737.06,87956.27,87673.12,87826.01,765.12364,-0.04356340450852771,Vendre
2026-01-26 06:00:00,87826.01,88031.73,87764.0,87937.44,915.62979,-0.047207992409149115,Vendre
2026-01-26 07:00:00,87937.45,88074.48,87701.72,88000.64,768.40988,-0.05061133646300756,Vendre
2026-01-26 08:00:00,88000.64,88424.45,87846.89,87975.39,790.54723,-0.05571239866057988,Vendre
2026-01-26 09:00:00,87975.39,88000.0,87600.69,87663.12,543.28474,-0.05194909786464353,Vendre
2026-01-26 10:00:00,87663.12,87950.0,87660.0,87897.55,242.4813,-0.05389854438491178,Vendre
2026-01-26 11:00:00,87897.55,87980.0,87765.99,87855.0,244.05793,-0.055033862614535314,Vendre
2026-01-26 12:00:00,87855.01,87971.99,87735.38,87799.45,288.85651,-0.05737450519336963,Vendre
2026-01-26 13:00:00,87799.44,88048.0,87681.4,87960.01,556.52991,-0.059027051042854474,Vendre
2026-01-26 14:00:00,87960.01,88508.41,87450.08,88178.1,1822.59356,-0.07596115135163947,Vendre
2026-01-26 15:00:00,88178.09,88860.0,87325.03,87641.41,1769.32177,-0.07233178927632507,Vendre
2026-01-26 16:00:00,87641.41,87964.6,87206.0,87606.99,686.77865,-0.08266406596094684,Vendre
2026-01-26 17:00:00,87607.0,87789.47,87035.51,87700.62,580.63374,-0.10041776215493114,Vendre
2026-01-26 18:00:00,87700.61,88403.73,87639.26,88403.72,550.84106,-0.11725004332396868,Vendre
2026-01-26 19:00:00,88403.73,88537.95,87950.0,88013.19,515.97407,-0.11660956727054214,Vendre
2026-01-26 20:00:00,88013.19,88118.0,87542.05,87629.22,428.9526,-0.10989701836898699,Vendre
2026-01-26 21:00:00,87629.23,88238.29,87573.35,88064.69,392.85938,-0.11097171863092917,Vendre
2026-01-26 22:00:00,88064.69,88270.29,88001.75,88140.01,324.81747,-0.11328385372318425,Vendre
2026-01-26 23:00:00,88140.01,88659.09,88021.86,88347.08,463.75556,-0.10873013573283921,Vendre
2026-01-27 00:00:00,88347.08,88457.3,88200.0,88353.97,302.20293,-0.10697493276193479,Vendre
2026-01-27 01:00:00,88353.97,88700.0,88194.82,88550.61,340.87375,-0.11313801226214029,Vendre
2026-01-27 02:00:00,88550.61,88858.96,88550.61,88831.6,479.8981,-0.11180244417527108,Vendre
2026-01-27 03:00:00,88831.59,88898.0,88582.57,88788.0,526.26275,-0.11172365634995722,Vendre
2026-01-27 04:00:00,88787.99,89010.0,88511.88,88579.58,508.81601,-0.10846551767348639,Vendre
2026-01-27 05:00:00,88579.58,88586.26,88399.99,88456.3,306.33125,-0.11118925390277458,Vendre
2026-01-27 06:00:00,88456.31,88522.86,88278.03,88332.67,277.06987,-0.1135782491347765,Vendre
2026-01-27 07:00:00,88332.68,88555.14,88312.6,88320.41,356.10224,-0.11296833880186928,Vendre
2026-01-27 08:00:00,88320.41,88397.85,88120.04,88170.82,305.95946,-0.10850301721136314,Vendre
2026-01-27 09:00:00,88170.83,88170.83,87868.0,87886.82,501.6008,-0.10072465928338298,Vendre
2026-01-27 10:00:00,87886.82,88055.75,87743.84,87786.53,315.39119,-0.10829451853262685,Vendre
2026-01-27 11:00:00,87786.53,88093.19,87743.52,87992.74,339.68763,-0.10511299000349356,Vendre
2026-01-27 12:00:00,87992.74,88165.24,87955.98,87986.96,497.99816,-0.1082807043225497,Vendre
2026-01-27 13:00:00,87986.96,88076.82,87799.2,87982.15,400.06912,-0.10984773616011884,Vendre
2026-01-27 14:00:00,87982.15,88474.23,87659.23,87745.02,762.91064,-0.10865459942911869,Vendre
2026-01-27 15:00:00,87745.02,88189.44,87578.67,88047.46,838.96558,-0.11873210198227196,Vendre
2026-01-27 16:00:00,88047.46,88819.89,88002.57,88641.44,1128.77578,-0.12575010063013414,Vendre
2026-01-27 17:00:00,88641.43,88699.45,87304.33,87546.58,1183.80567,-0.11195480166101285,Vendre
2026-01-27 18:00:00,87546.58,88510.15,87450.0,88285.05,865.62099,-0.11616655368037967,Vendre
2026-01-27 19:00:00,88285.05,88549.32,88049.89,88408.77,469.70931,-0.12706872858880408,Vendre
2026-01-27 20:00:00,88408.78,89497.19,88373.49,89396.16,1024.56489,-0.1375128417149015,Vendre
2026-01-27 21:00:00,89396.03,89523.16,89008.75,89081.46,689.88066,-0.140943244531466,Vendre
2026-01-27 22:00:00,89081.47,89421.91,89021.61,89243.63,281.54432,-0.1343997325075191,Vendre
2026-01-27 23:00:00,89243.63,89515.78,89143.92,89250.0,421.36315,-0.13761109243697472,Vendre
2026-01-28 00:00:00,89249.99,89468.01,89154.8,89467.72,258.84583,-0.1318364880651927,Vendre
2026-01-28 01:00:00,89467.73,89497.96,89196.87,89404.57,267.52883,-0.13294286858043175,Vendre
2026-01-28 02:00:00,89404.57,89453.89,89100.01,89285.77,214.15071,-0.14329943058115538,Vendre
2026-01-28 03:00:00,89285.78,89311.87,88985.0,89126.67,353.861,-0.1439938236220427,Vendre
2026-01-28 04:00:00,89126.68,89160.0,88840.0,88975.04,312.10964,-0.1470175231165954,Vendre
2026-01-28 05:00:00,88975.03,89105.56,88849.0,89084.1,326.80822,-0.15246267291245014,Vendre
2026-01-28 06:00:00,89084.1,89400.0,89084.1,89317.47,340.81001,-0.14295243696445942,Vendre
2026-01-28 07:00:00,89317.47,89358.51,89099.81,89134.35,370.1952,-0.13994111136727885,Vendre
2026-01-28 08:00:00,89134.35,89258.02,88833.65,88925.47,515.45435,-0.13544139828555307,Vendre
2026-01-28 09:00:00,88925.47,89567.26,88849.99,89567.25,490.95043,-0.13221261119438185,Vendre
2026-01-28 10:00:00,89567.25,89703.87,89330.22,89403.77,688.45427,-0.13309539407566381,Vendre
2026-01-28 11:00:00,89403.76,90156.72,89313.13,90080.0,1092.21486,-0.13676742895204258,Vendre
2026-01-28 12:00:00,90079.99,90176.88,89790.0,89998.69,946.78783,-0.13344838685985327,Vendre
2026-01-28 13:00:00,89998.69,90488.0,89969.42,90257.91,1485.47795,-0.1333192847031358,Vendre
2026-01-28 14:00:00,90257.91,90276.78,89460.01,89617.27,997.73721,-0.13136396589630558,Vendre
2026-01-28 15:00:00,89617.27,89849.75,88904.61,89479.66,998.88376,-0.11879347775796203,Vendre
2026-01-28 16:00:00,89479.66,89830.0,89248.61,89629.66,744.86311,-0.12267033033484684,Vendre
2026-01-28 17:00:00,89629.66,90600.0,89277.21,90169.88,923.32635,-0.12400193945029099,Vendre
2026-01-28 18:00:00,90169.89,90178.91,89312.88,89546.24,748.51147,-0.12257801109236979,Vendre
2026-01-28 19:00:00,89544.0,89719.58,89006.36,89402.58,893.3832,-0.12372215656416181,Vendre
2026-01-28 20:00:00,89402.57,89896.0,89010.0,89130.63,590.94624,-0.12478359010813687,Vendre
2026-01-28 21:00:00,89130.63,89490.24,88878.01,89412.17,381.49994,-0.12168488920467986,Vendre
2026-01-28 22:00:00,89412.18,89479.04,89138.0,89396.15,156.23518,-0.11858396586430174,Vendre
2026-01-28 23:00:00,89396.15,89471.41,89209.48,89299.99,233.14943,-0.11826854627867264,Vendre
2026-01-29 00:00:00,89300.0,89348.0,88900.0,89143.91,431.21285,-0.11306066785717608,Vendre
2026-01-29 01:00:00,89143.92,89159.99,88548.87,88603.56,624.81108,-0.1081889937605215,Vendre
2026-01-29 02:00:00,88603.56,88754.64,87704.0,87907.06,1097.35161,-0.11488326421108842,Vendre
2026-01-29 03:00:00,87907.05,88265.39,87771.3,88053.71,769.73434,-0.105621784703904,Vendre
2026-01-29 04:00:00,88053.71,88345.66,87901.23,88315.2,311.3438,-0.10775959291265827,Vendre
2026-01-29 05:00:00,88315.2,88408.08,88142.66,88186.54,354.31355,-0.11278467212796871,Vendre
2026-01-29 06:00:00,88186.53,88338.67,88168.9,88319.35,284.51762,-0.1101138085821511,Vendre
2026-01-29 07:00:00,88319.35,88430.05,88250.0,88352.97,526.73614,-0.10818312049951465,Vendre
2026-01-29 08:00:00,88352.96,88500.0,87907.8,88064.16,823.67262,-0.10578877945352566,Vendre
2026-01-29 09:00:00,88064.16,88160.0,87892.0,87892.01,372.84765,-0.10799616483910199,Vendre
2026-01-29 10:00:00,87892.0,88046.59,87832.18,87946.46,575.41561,-0.11172820372758614,Vendre
2026-01-29 11:00:00,87946.47,88066.94,87750.01,87846.5,527.10516,-0.11118257414922621,Vendre
2026-01-29 12:00:00,87846.5,88121.29,87817.97,88121.21,516.69113,-0.11110775714495989,Vendre
2026-01-29 13:00:00,88121.21,88182.29,87951.67,88052.88,283.13252,-0.11067474453987207,Vendre
2026-01-29 14:00:00,88052.87,88075.23,87008.0,87014.4,1065.77381,-0.11277650595763453,Vendre
2026-01-29 15:00:00,87014.4,87039.51,84366.56,84934.02,8241.9564,-0.08008204486258866,Vendre
2026-01-29 16:00:00,84934.02,85392.2,84268.17,85270.0,4076.75879,-0.1029895625659669,Vendre
2026-01-29 17:00:00,85270.01,85638.3,84012.78,84261.66,2652.67947,-0.11091485736217409,Vendre
2026-01-29 18:00:00,84261.66,84630.55,83415.0,83477.02,2305.76692,-0.12384114813873326,Vendre
2026-01-29 19:00:00,83477.02,84334.97,83383.33,84012.11,1752.68525,-0.10804525680881007,Vendre
2026-01-29 20:00:00,84012.11,84398.36,83824.9,84216.91,1089.07114,-0.09192203798500799,Vendre
2026-01-29 21:00:00,84216.91,84706.32,84200.0,84526.57,780.67473,-0.09804183465625085,Vendre
2026-01-29 22:00:00,84526.57,84615.74,84306.24,84570.05,335.13893,-0.1047796471682351,Vendre
2026-01-29 23:00:00,84570.04,84737.69,84445.7,84650.16,631.99089,-0.10490175092403838,Vendre
2026-01-30 00:00:00,84650.16,84735.75,84100.0,84192.0,730.18491,-0.098359939186621,Vendre
2026-01-30 01:00:00,84192.0,84192.01,81118.0,82468.02,6080.28823,-0.0732925320627318,Vendre
2026-01-30 02:00:00,82468.01,82535.89,81154.0,82164.88,3963.98084,-0.0754766513381386,Vendre
2026-01-30 03:00:00,82164.88,82738.89,82036.35,82676.43,1470.66915,-0.07230912123322203,Vendre
2026-01-30 04:00:00,82676.42,83332.2,82676.42,82938.92,1147.37787,-0.07787863647127306,Vendre
2026-01-30 05:00:00,82938.92,83329.36,82903.23,82914.19,818.20759,-0.08001284219263309,Vendre
2026-01-30 06:00:00,82914.2,82919.21,82056.08,82602.81,1199.37024,-0.07203302163691531,Vendre
2026-01-30 07:00:00,82602.81,83100.0,82483.27,82816.98,1624.46252,-0.07610371689477198,Vendre
2026-01-30 08:00:00,82816.98,82995.41,82438.8,82671.7,959.74241,-0.07359761562904843,Vendre
2026-01-30 09:00:00,82671.7,82834.19,82160.0,82363.72,1026.26025,-0.07581881925682814,Vendre
2026-01-30 10:00:00,82363.71,82897.41,82172.02,82833.92,661.3904,-0.07885441133294178,Vendre
2026-01-30 11:00:00,82833.92,83314.85,82682.15,83151.36,607.68303,-0.08579667247775623,Vendre
2026-01-30 12:00:00,83151.36,83329.35,82650.0,82800.5,693.0162,-0.0799469809964915,Vendre
2026-01-30 13:00:00,82800.49,83087.34,82421.64,82740.92,760.57185,-0.09516355389811956,Vendre
2026-01-30 14:00:00,82740.93,83797.99,82738.68,83098.0,1785.40114,-0.10515860790873428,Vendre
2026-01-30 15:00:00,83098.0,83616.46,82382.01,82883.94,1512.89136,-0.10554010825257584,Vendre
2026-01-30 16:00:00,82882.84,83493.6,82549.35,83149.0,956.54558,-0.11440895260315825,Vendre
2026-01-30 17:00:00,83149.0,83475.8,82641.6,82943.23,1094.09504,-0.12499091245903969,Vendre
2026-01-30 18:00:00,82943.23,84160.0,81871.37,83931.13,2213.77003,-0.1251641673357668,Vendre
